trip_id,stop_id,route_id,day,stop_sequence_norm,hour,is_rush_hour,is_weekend,day_of_week,route_type,n_stops_on_trip,prior_stop_delay,temp_deviation,route_frequency,delay_minutes
T003,S007,R002,2024-01-02,1.0,12,0,0,1,3,5,2.5,0.0,2.0,4.55
T004,S007,R002,2024-01-02,0.0,19,1,0,1,3,5,0.0,0.0,2.0,2.64
T004,S020,R002,2024-01-02,0.25,19,1,0,1,3,5,2.64,0.0,2.0,3.41
T004,S006,R002,2024-01-02,0.5,19,1,0,1,3,5,3.41,0.0,2.0,0.74
T004,S005,R002,2024-01-02,0.75,19,1,0,1,3,5,0.74,0.0,2.0,3.55
T004,S004,R002,2024-01-02,1.0,19,1,0,1,3,5,3.55,0.0,2.0,4.22
T004,S007,R002,2024-01-02,0.0,13,0,0,1,3,5,0.0,0.0,2.0,0.0
T004,S020,R002,2024-01-02,0.25,13,0,0,1,3,5,0.0,0.0,2.0,0.99
T004,S006,R002,2024-01-02,0.5,13,0,0,1,3,5,0.99,0.0,2.0,0.48
T004,S005,R002,2024-01-02,0.75,13,0,0,1,3,5,0.48,0.0,2.0,0.42
T004,S004,R002,2024-01-02,1.0,13,0,0,1,3,5,0.42,0.0,2.0,1.59
T004,S007,R002,2024-01-02,0.0,16,0,0,1,3,5,0.0,0.0,2.0,0.0
T004,S020,R002,2024-01-02,0.25,16,0,0,1,3,5,0.0,0.0,2.0,0.0
T004,S006,R002,2024-01-02,0.5,16,0,0,1,3,5,0.0,0.0,2.0,0.0
T004,S005,R002,2024-01-02,0.75,16,0,0,1,3,5,0.0,0.0,2.0,1.31
T004,S004,R002,2024-01-02,1.0,16,0,0,1,3,5,1.31,0.0,2.0,3.76
T005,S010,R003,2024-01-02,0.0,18,1,0,1,3,5,0.0,0.0,2.0,0.75
T005,S001,R003,2024-01-02,0.25,18,1,0,1,3,5,0.75,0.0,2.0,1.84
T005,S002,R003,2024-01-02,0.5,18,1,0,1,3,5,1.84,0.0,2.0,4.11
T005,S016,R003,2024-01-02,0.75,18,1,0,1,3,5,4.11,0.0,2.0,6.44
T005,S015,R003,2024-01-02,1.0,18,1,0,1,3,5,6.44,0.0,2.0,9.33
T005,S010,R003,2024-01-02,0.0,13,0,0,1,3,5,0.0,0.0,2.0,0.07
T005,S001,R003,2024-01-02,0.25,13,0,0,1,3,5,0.07,0.0,2.0,0.65
T005,S002,R003,2024-01-02,0.5,13,0,0,1,3,5,0.65,0.0,2.0,1.44
T005,S016,R003,2024-01-02,0.75,13,0,0,1,3,5,1.44,0.0,2.0,2.42
T005,S015,R003,2024-01-02,1.0,13,0,0,1,3,5,2.42,0.0,2.0,2.55
T005,S010,R003,2024-01-02,0.0,15,0,0,1,3,5,0.0,0.0,2.0,2.52
T005,S001,R003,2024-01-02,0.25,15,0,0,1,3,5,2.52,0.0,2.0,1.1
T005,S002,R003,2024-01-02,0.5,15,0,0,1,3,5,1.1,0.0,2.0,2.04
T005,S016,R003,2024-01-02,0.75,15,0,0,1,3,5,2.04,0.0,2.0,2.86
T005,S015,R003,2024-01-02,1.0,15,0,0,1,3,5,2.86,0.0,2.0,3.51
T007,S013,R004,2024-01-02,0.0,8,1,0,1,3,6,0.0,0.0,1.0,3.27
T007,S014,R004,2024-01-02,0.2,8,1,0,1,3,6,3.27,0.0,1.0,2.76
T007,S001,R004,2024-01-02,0.4,8,1,0,1,3,6,2.76,0.0,1.0,3.05
T007,S020,R004,2024-01-02,0.6,8,1,0,1,3,6,3.05,0.0,1.0,3.15
T007,S017,R004,2024-01-02,0.8,8,1,0,1,3,6,3.15,0.0,1.0,4.42
T007,S018,R004,2024-01-02,1.0,8,1,0,1,3,6,4.42,0.0,1.0,5.97
T007,S013,R004,2024-01-02,0.0,22,0,0,1,3,6,0.0,0.0,1.0,0.74
T007,S014,R004,2024-01-02,0.2,22,0,0,1,3,6,0.74,0.0,1.0,0.22
T007,S001,R004,2024-01-02,0.4,22,0,0,1,3,6,0.22,0.0,1.0,1.21
T007,S020,R004,2024-01-02,0.6,22,0,0,1,3,6,1.21,0.0,1.0,1.41
T007,S017,R004,2024-01-02,0.8,22,0,0,1,3,6,1.41,0.0,1.0,0.73
T007,S018,R004,2024-01-02,1.0,22,0,0,1,3,6,0.73,0.0,1.0,1.57
T007,S013,R004,2024-01-02,0.0,10,1,0,1,3,6,0.0,0.0,1.0,0.83
T007,S014,R004,2024-01-02,0.2,10,1,0,1,3,6,0.83,0.0,1.0,0.0
T007,S001,R004,2024-01-02,0.4,10,1,0,1,3,6,0.0,0.0,1.0,1.43
T007,S020,R004,2024-01-02,0.6,10,1,0,1,3,6,1.43,0.0,1.0,2.07
T007,S017,R004,2024-01-02,0.8,10,1,0,1,3,6,2.07,0.0,1.0,3.91
T007,S018,R004,2024-01-02,1.0,10,1,0,1,3,6,3.91,0.0,1.0,5.66
T008,S011,R005,2024-01-02,0.0,11,0,0,1,3,6,0.0,0.0,1.0,2.12
T008,S010,R005,2024-01-02,0.2,11,0,0,1,3,6,2.12,0.0,1.0,1.89
T008,S009,R005,2024-01-02,0.4,11,0,0,1,3,6,1.89,0.0,1.0,2.55
T008,S008,R005,2024-01-02,0.6,11,0,0,1,3,6,2.55,0.0,1.0,4.88
T008,S019,R005,2024-01-02,0.8,11,0,0,1,3,6,4.88,0.0,1.0,7.63
T008,S017,R005,2024-01-02,1.0,11,0,0,1,3,6,7.63,0.0,1.0,8.81
T008,S011,R005,2024-01-02,0.0,13,0,0,1,3,6,0.0,0.0,1.0,1.35
T008,S010,R005,2024-01-02,0.2,13,0,0,1,3,6,1.35,0.0,1.0,2.96
T008,S009,R005,2024-01-02,0.4,13,0,0,1,3,6,2.96,0.0,1.0,1.65
T008,S008,R005,2024-01-02,0.6,13,0,0,1,3,6,1.65,0.0,1.0,2.82
T008,S019,R005,2024-01-02,0.8,13,0,0,1,3,6,2.82,0.0,1.0,4.32
T008,S017,R005,2024-01-02,1.0,13,0,0,1,3,6,4.32,0.0,1.0,6.99
T008,S011,R005,2024-01-02,0.0,7,1,0,1,3,6,0.0,0.0,1.0,3.03
T008,S010,R005,2024-01-02,0.2,7,1,0,1,3,6,3.03,0.0,1.0,3.0
T008,S009,R005,2024-01-02,0.4,7,1,0,1,3,6,3.0,0.0,1.0,4.56
T008,S008,R005,2024-01-02,0.6,7,1,0,1,3,6,4.56,0.0,1.0,7.28
T008,S019,R005,2024-01-02,0.8,7,1,0,1,3,6,7.28,0.0,1.0,11.24
T008,S017,R005,2024-01-02,1.0,7,1,0,1,3,6,11.24,0.0,1.0,14.21
T009,S021,R006,2024-01-02,0.0,19,1,0,1,1,3,0.0,0.0,1.0,1.36
T009,S022,R006,2024-01-02,0.5,19,1,0,1,1,3,1.36,0.0,1.0,1.91
T009,S023,R006,2024-01-02,1.0,19,1,0,1,1,3,1.91,0.0,1.0,2.15
T009,S021,R006,2024-01-02,0.0,13,0,0,1,1,3,0.0,0.0,1.0,0.99
T009,S022,R006,2024-01-02,0.5,13,0,0,1,1,3,0.99,0.0,1.0,0.51
T009,S023,R006,2024-01-02,1.0,13,0,0,1,1,3,0.51,0.0,1.0,1.16
T009,S021,R006,2024-01-02,0.0,10,1,0,1,1,3,0.0,0.0,1.0,0.79
T009,S022,R006,2024-01-02,0.5,10,1,0,1,1,3,0.79,0.0,1.0,0.99
T009,S023,R006,2024-01-02,1.0,10,1,0,1,1,3,0.99,0.0,1.0,1.37
T001,S001,R001,2024-01-03,0.0,20,1,0,2,3,6,0.0,0.84,2.0,1.72
T001,S002,R001,2024-01-03,0.2,20,1,0,2,3,6,1.72,0.84,2.0,2.94
T001,S003,R001,2024-01-03,0.4,20,1,0,2,3,6,2.94,0.84,2.0,4.02
T001,S010,R001,2024-01-03,0.6,20,1,0,2,3,6,4.02,0.84,2.0,3.24
T001,S011,R001,2024-01-03,0.8,20,1,0,2,3,6,3.24,0.84,2.0,6.5
T001,S012,R001,2024-01-03,1.0,20,1,0,2,3,6,6.5,0.84,2.0,9.4
T001,S001,R001,2024-01-03,0.0,19,1,0,2,3,6,0.0,0.84,2.0,5.15
T001,S002,R001,2024-01-03,0.2,19,1,0,2,3,6,5.15,0.84,2.0,4.66
T001,S003,R001,2024-01-03,0.4,19,1,0,2,3,6,4.66,0.84,2.0,7.94
T001,S010,R001,2024-01-03,0.6,19,1,0,2,3,6,7.94,0.84,2.0,7.86
T001,S011,R001,2024-01-03,0.8,19,1,0,2,3,6,7.86,0.84,2.0,14.38
T001,S012,R001,2024-01-03,1.0,19,1,0,2,3,6,14.38,0.84,2.0,18.03
T001,S001,R001,2024-01-03,0.0,6,0,0,2,3,6,0.0,0.84,2.0,1.67
T001,S002,R001,2024-01-03,0.2,6,0,0,2,3,6,1.67,0.84,2.0,1.17
T001,S003,R001,2024-01-03,0.4,6,0,0,2,3,6,1.17,0.84,2.0,2.11
T001,S010,R001,2024-01-03,0.6,6,0,0,2,3,6,2.11,0.84,2.0,1.83
T001,S011,R001,2024-01-03,0.8,6,0,0,2,3,6,1.83,0.84,2.0,1.2
T001,S012,R001,2024-01-03,1.0,6,0,0,2,3,6,1.2,0.84,2.0,1.28
T002,S012,R001,2024-01-03,0.0,12,0,0,2,3,6,0.0,0.84,2.0,0.95
T002,S011,R001,2024-01-03,0.2,12,0,0,2,3,6,0.95,0.84,2.0,1.9
T002,S010,R001,2024-01-03,0.4,12,0,0,2,3,6,1.9,0.84,2.0,2.93
T002,S003,R001,2024-01-03,0.6,12,0,0,2,3,6,2.93,0.84,2.0,3.96
T002,S002,R001,2024-01-03,0.8,12,0,0,2,3,6,3.96,0.84,2.0,5.61
T002,S001,R001,2024-01-03,1.0,12,0,0,2,3,6,5.61,0.84,2.0,8.7
T002,S012,R001,2024-01-03,0.0,17,1,0,2,3,6,0.0,0.84,2.0,4.38
T002,S011,R001,2024-01-03,0.2,17,1,0,2,3,6,4.38,0.84,2.0,5.76
T002,S010,R001,2024-01-03,0.4,17,1,0,2,3,6,5.76,0.84,2.0,6.47
T002,S003,R001,2024-01-03,0.6,17,1,0,2,3,6,6.47,0.84,2.0,7.98
T002,S002,R001,2024-01-03,0.8,17,1,0,2,3,6,7.98,0.84,2.0,9.6
T002,S001,R001,2024-01-03,1.0,17,1,0,2,3,6,9.6,0.84,2.0,16.27
T002,S012,R001,2024-01-03,0.0,12,0,0,2,3,6,0.0,0.84,2.0,1.42
T002,S011,R001,2024-01-03,0.2,12,0,0,2,3,6,1.42,0.84,2.0,1.17
T002,S010,R001,2024-01-03,0.4,12,0,0,2,3,6,1.17,0.84,2.0,0.7
T002,S003,R001,2024-01-03,0.6,12,0,0,2,3,6,0.7,0.84,2.0,2.32
T002,S002,R001,2024-01-03,0.8,12,0,0,2,3,6,2.32,0.84,2.0,2.56
